TraumaChek Data File,,,,,,,,,,,,,
,,,,,,,,,,,,,
Test Date:,2025-04-21,,,,,,,,,,,,
Test ID:,NULL,,,,,,,,,,,,
,,,,,,,,,,,,,
Output Parameters:,,,,,,,,,,,,,
,Channel 1,Channel 2,Channel 3,Channel 4,,,,,,,,,
0.433,139.216,134.010,133.828,134.476,0.000,0.000,0.000,0.000,-0.160,0.0,0.0,0.0,0.0
0.450,139.410,134.282,134.061,134.682,0.000,0.000,0.000,0.000,-0.160,0.0,0.0,0.0,0.0
0.467,139.656,134.522,134.274,134.907,0.000,0.000,0.000,0.000,-0.280,0.0,0.0,0.0,0.0
0.483,139.876,134.778,134.481,135.074,0.000,0.000,0.000,0.000,-0.280,0.0,0.0,0.0,0.0
0.500,140.123,135.039,134.690,135.266,0.000,0.000,0.000,0.000,-0.380,0.0,0.0,0.0,0.0
0.517,140.347,135.250,134.930,135.462,0.000,0.000,0.000,0.000,-0.380,0.0,0.0,0.0,0.0
0.533,140.572,135.463,135.110,135.684,0.000,0.000,0.000,0.000,-0.480,0.0,0.0,0.0,0.0
0.550,140.816,135.714,135.330,135.870,0.000,0.000,0.000,0.000,-0.480,0.0,0.0,0.0,0.0
0.567,141.011,135.919,135.534,136.050,0.000,0.000,0.000,0.000,-0.600,0.0,0.0,0.0,0.0
0.583,141.235,136.182,135.767,136.243,0.000,0.000,0.000,0.000,-0.600,0.0,0.0,0.0,0.0
0.600,141.449,136.422,135.957,136.436,0.000,0.000,0.000,0.000,-0.710,0.0,0.0,0.0,0.0
0.617,141.696,136.662,136.151,136.623,0.000,0.000,0.000,0.000,-0.710,0.0,0.0,0.0,0.0
0.633,141.889,136.869,136.357,136.815,0.000,0.000,0.000,0.000,-0.790,0.0,0.0,0.0,0.0
0.650,142.113,137.084,136.558,137.003,0.000,0.000,0.000,0.000,-0.790,0.0,0.0,0.0,0.0
0.667,142.332,137.321,136.748,137.194,0.000,0.000,0.000,0.000,-0.890,0.0,0.0,0.0,0.0
0.683,142.550,137.587,136.949,137.354,0.000,0.000,0.000,0.000,-0.890,0.0,0.0,0.0,0.0
0.700,142.772,137.822,137.179,137.544,0.000,0.000,0.000,0.000,-0.990,0.0,0.0,0.0,0.0
0.717,142.975,138.048,137.392,137.732,0.000,0.000,0.000,0.000,-0.990,0.0,0.0,0.0,0.0
0.733,143.194,138.313,137.626,137.921,0.000,0.000,0.000,0.000,-1.090,0.0,0.0,0.0,0.0
0.750,143.414,138.550,137.830,138.076,0.000,0.000,0.000,0.000,-1.090,0.0,0.0,0.0,0.0
0.767,143.628,138.791,138.035,138.258,0.000,0.000,0.000,0.000,-1.170,0.0,0.0,0.0,0.0
0.783,143.856,139.022,138.244,138.438,0.000,0.000,0.000,0.000,-1.170,0.0,0.0,0.0,0.0
0.800,144.112,139.286,138.445,138.592,0.000,0.000,0.000,0.000,-1.240,0.0,0.0,0.0,0.0
0.817,144.338,139.522,138.678,138.774,0.000,0.000,0.000,0.000,-1.240,0.0,0.0,0.0,0.0
0.833,144.564,139.750,138.894,138.944,0.000,0.000,0.000,0.000,-1.340,0.0,0.0,0.0,0.0
0.850,144.761,139.954,139.063,139.147,0.000,0.000,0.000,0.000,-1.340,0.0,0.0,0.0,0.0
0.867,144.961,140.186,139.266,139.298,0.000,0.000,0.000,0.000,-1.420,0.0,0.0,0.0,0.0
0.883,145.204,140.425,139.464,139.481,0.000,0.000,0.000,0.000,-1.420,0.0,0.0,0.0,0.0
0.900,145.430,140.630,139.631,139.651,0.000,0.000,0.000,0.000,-1.500,0.0,0.0,0.0,0.0
0.917,145.662,140.834,139.798,139.856,0.000,0.000,0.000,0.000,-1.500,0.0,0.0,0.0,0.0
0.933,145.903,141.063,139.990,140.035,0.000,0.000,0.000,0.000,-1.600,0.0,0.0,0.0,0.0
0.950,146.123,141.296,140.173,140.216,0.000,0.000,0.000,0.000,-1.600,0.0,0.0,0.0,0.0
0.967,146.330,141.531,140.368,140.391,0.000,0.000,0.000,0.000,-1.660,0.0,0.0,0.0,0.0
0.983,146.557,141.790,140.531,140.597,0.000,0.000,0.000,0.000,-1.660,0.0,0.0,0.0,0.0
1.000,146.756,142.019,140.707,140.788,0.000,0.000,0.000,0.000,-1.770,0.0,0.0,0.0,0.0
1.017,146.985,142.257,140.903,140.951,0.000,0.000,0.000,0.000,-1.770,0.0,0.0,0.0,0.0
1.033,147.215,142.520,141.093,141.121,0.000,0.000,0.000,0.000,-1.850,0.0,0.0,0.0,0.0
1.050,147.443,142.753,141.285,141.318,0.000,0.000,0.000,0.000,-1.850,0.0,0.0,0.0,0.0
1.067,147.675,143.022,141.475,141.497,0.000,0.000,0.000,0.000,-1.930,0.0,0.0,0.0,0.0
1.083,147.928,143.290,141.667,141.636,0.000,0.000,0.000,0.000,-1.930,0.0,0.0,0.0,0.0
1.100,148.141,143.512,141.859,141.777,0.000,0.000,0.000,0.000,-2.010,0.0,0.0,0.0,0.0
1.117,148.368,143.720,142.056,141.936,0.000,0.000,0.000,0.000,-2.010,0.0,0.0,0.0,0.0
1.133,148.616,143.930,142.248,142.126,0.000,0.000,0.000,0.000,-2.090,0.0,0.0,0.0,0.0
1.150,148.841,144.134,142.433,142.283,0.000,0.000,0.000,0.000,-2.090,0.0,0.0,0.0,0.0
1.167,149.074,144.363,142.643,142.438,0.000,0.000,0.000,0.000,-2.150,0.0,0.0,0.0,0.0
1.183,149.329,144.628,142.826,142.604,0.000,0.000,0.000,0.000,-2.150,0.0,0.0,0.0,0.0
1.200,149.558,144.867,142.977,142.763,0.000,0.000,0.000,0.000,-2.230,0.0,0.0,0.0,0.0
1.217,149.779,145.107,143.141,142.884,0.000,0.000,0.000,0.000,-2.230,0.0,0.0,0.0,0.0
1.233,150.034,145.317,143.343,143.037,0.000,0.000,0.000,0.000,-2.320,0.0,0.0,0.0,0.0
1.250,150.243,145.556,143.554,143.212,0.000,0.000,0.000,0.000,-2.320,0.0,0.0,0.0,0.0
1.267,150.480,145.813,143.727,143.356,0.000,0.000,0.000,0.000,-2.400,0.0,0.0,0.0,0.0
1.283,150.714,146.079,143.899,143.509,0.000,0.000,0.000,0.000,-2.400,0.0,0.0,0.0,0.0
1.300,150.949,146.317,144.033,143.630,0.000,0.000,0.000,0.000,-2.480,0.0,0.0,0.0,0.0
1.317,151.181,146.589,144.204,143.772,0.000,0.000,0.000,0.000,-2.480,0.0,0.0,0.0,0.0
1.333,151.437,146.843,144.363,143.920,0.000,0.000,0.000,0.000,-2.540,0.0,0.0,0.0,0.0
1.350,151.647,147.082,144.561,144.046,0.000,0.000,0.000,0.000,-2.540,0.0,0.0,0.0,0.0
1.367,151.903,147.326,144.727,144.181,0.000,0.000,0.000,0.000,-2.620,0.0,0.0,0.0,0.0
1.383,152.127,147.556,144.890,144.343,0.000,0.000,0.000,0.000,-2.620,0.0,0.0,0.0,0.0
1.400,152.361,147.823,145.054,144.473,0.000,0.000,0.000,0.000,-2.660,0.0,0.0,0.0,0.0
1.417,152.619,148.056,145.183,144.599,0.000,0.000,0.000,0.000,-2.660,0.0,0.0,0.0,0.0
1.433,152.852,148.295,145.337,144.750,0.000,0.000,0.000,0.000,-2.720,0.0,0.0,0.0,0.0
1.450,153.063,148.533,145.491,144.863,0.000,0.000,0.000,0.000,-2.720,0.0,0.0,0.0,0.0
1.467,153.290,148.772,145.677,144.979,0.000,0.000,0.000,0.000,-2.800,0.0,0.0,0.0,0.0
1.483,153.526,148.977,145.828,145.094,0.000,0.000,0.000,0.000,-2.800,0.0,0.0,0.0,0.0
1.500,153.738,149.214,145.978,145.199,0.000,0.000,0.000,0.000,-2.890,0.0,0.0,0.0,0.0
1.517,153.996,149.449,146.119,145.314,0.000,0.000,0.000,0.000,-2.890,0.0,0.0,0.0,0.0
1.533,154.203,149.681,146.290,145.444,0.000,0.000,0.000,0.000,-2.930,0.0,0.0,0.0,0.0
1.550,154.440,149.908,146.425,145.514,0.000,0.000,0.000,0.000,-2.930,0.0,0.0,0.0,0.0
1.567,154.671,150.141,146.561,145.608,0.000,0.000,0.000,0.000,-2.990,0.0,0.0,0.0,0.0
1.583,154.884,150.381,146.692,145.702,0.000,0.000,0.000,0.000,-2.990,0.0,0.0,0.0,0.0
1.600,155.121,150.615,146.856,145.770,0.000,0.000,0.000,0.000,-3.070,0.0,0.0,0.0,0.0
1.617,155.375,150.841,146.988,145.864,0.000,0.000,0.000,0.000,-3.070,0.0,0.0,0.0,0.0
1.633,155.581,151.076,147.087,145.949,0.000,0.000,0.000,0.000,-3.110,0.0,0.0,0.0,0.0
1.650,155.807,151.316,147.237,146.006,0.000,0.000,0.000,0.000,-3.110,0.0,0.0,0.0,0.0
1.667,156.037,151.540,147.360,146.089,0.000,0.000,0.000,0.000,-3.170,0.0,0.0,0.0,0.0
1.683,156.268,151.772,147.481,146.145,0.000,0.000,0.000,0.000,-3.170,0.0,0.0,0.0,0.0
1.700,156.498,151.977,147.595,146.214,0.000,0.000,0.000,0.000,-3.230,0.0,0.0,0.0,0.0
1.717,156.738,152.227,147.706,146.311,0.000,0.000,0.000,0.000,-3.230,0.0,0.0,0.0,0.0
1.733,156.962,152.435,147.809,146.384,0.000,0.000,0.000,0.000,-3.310,0.0,0.0,0.0,0.0
1.750,157.207,152.639,147.946,146.450,0.000,0.000,0.000,0.000,-3.310,0.0,0.0,0.0,0.0
1.767,157.431,152.873,148.050,146.509,0.000,0.000,0.000,0.000,-3.350,0.0,0.0,0.0,0.0
1.783,157.656,153.110,148.151,146.573,0.000,0.000,0.000,0.000,-3.350,0.0,0.0,0.0,0.0
1.800,157.892,153.367,148.274,146.635,0.000,0.000,0.000,0.000,-3.420,0.0,0.0,0.0,0.0
1.817,158.118,153.597,148.373,146.711,0.000,0.000,0.000,0.000,-3.420,0.0,0.0,0.0,0.0
1.833,158.347,153.842,148.463,146.743,0.000,0.000,0.000,0.000,-3.480,0.0,0.0,0.0,0.0
1.850,158.569,154.074,148.548,146.819,0.000,0.000,0.000,0.000,-3.480,0.0,0.0,0.0,0.0
1.867,158.819,154.330,148.607,146.874,0.000,0.000,0.000,0.000,-3.540,0.0,0.0,0.0,0.0
1.883,159.037,154.552,148.712,146.924,0.000,0.000,0.000,0.000,-3.540,0.0,0.0,0.0,0.0
1.900,159.239,154.804,148.792,146.962,0.000,0.000,0.000,0.000,-3.600,0.0,0.0,0.0,0.0
1.917,159.447,155.057,148.866,146.985,0.000,0.000,0.000,0.000,-3.600,0.0,0.0,0.0,0.0
1.933,159.677,155.290,148.940,147.031,0.000,0.000,0.000,0.000,-3.660,0.0,0.0,0.0,0.0
1.950,159.901,155.516,149.010,147.056,0.000,0.000,0.000,0.000,-3.660,0.0,0.0,0.0,0.0
1.967,160.136,155.717,149.052,147.095,0.000,0.000,0.000,0.000,-3.720,0.0,0.0,0.0,0.0
1.983,160.365,155.970,149.113,147.112,0.000,0.000,0.000,0.000,-3.720,0.0,0.0,0.0,0.0
2.000,160.589,156.199,149.158,147.143,0.000,0.000,0.000,0.000,-3.760,0.0,0.0,0.0,0.0
2.017,160.783,156.423,149.191,147.178,0.000,0.000,0.000,0.000,-3.760,0.0,0.0,0.0,0.0
2.033,160.998,156.647,149.270,147.210,0.000,0.000,0.000,0.000,-3.820,0.0,0.0,0.0,0.0
2.050,161.223,156.882,149.295,147.218,0.000,0.000,0.000,0.000,-3.820,0.0,0.0,0.0,0.0
2.067,161.462,157.102,149.322,147.257,0.000,0.000,0.000,0.000,-3.910,0.0,0.0,0.0,0.0
2.083,161.662,157.298,149.360,147.309,0.000,0.000,0.000,0.000,-3.910,0.0,0.0,0.0,0.0
2.100,161.873,157.491,149.367,147.334,0.000,0.000,0.000,0.000,-3.950,0.0,0.0,0.0,0.0
2.117,162.056,157.701,149.399,147.361,0.000,0.000,0.000,0.000,-3.950,0.0,0.0,0.0,0.0
2.133,162.248,157.951,149.420,147.403,0.000,0.000,0.000,0.000,-3.990,0.0,0.0,0.0,0.0
2.150,162.441,158.168,149.419,147.427,0.000,0.000,0.000,0.000,-3.990,0.0,0.0,0.0,0.0
2.167,162.656,158.386,149.446,147.449,0.000,0.000,0.000,0.000,-4.050,0.0,0.0,0.0,0.0
2.183,162.870,158.577,149.483,147.472,0.000,0.000,0.000,0.000,-4.050,0.0,0.0,0.0,0.0
2.200,163.058,158.800,149.496,147.493,0.000,0.000,0.000,0.000,-4.110,0.0,0.0,0.0,0.0
2.217,163.260,159.022,149.535,147.506,0.000,0.000,0.000,0.000,-4.110,0.0,0.0,0.0,0.0
2.233,163.451,159.218,149.555,147.522,0.000,0.000,0.000,0.000,-4.150,0.0,0.0,0.0,0.0
2.250,163.665,159.442,149.564,147.511,0.000,0.000,0.000,0.000,-4.150,0.0,0.0,0.0,0.0
2.267,163.877,159.688,149.570,147.548,0.000,0.000,0.000,0.000,-4.210,0.0,0.0,0.0,0.0
2.283,164.112,159.909,149.574,147.548,0.000,0.000,0.000,0.000,-4.210,0.0,0.0,0.0,0.0
2.300,164.342,160.126,149.574,147.543,0.000,0.000,0.000,0.000,-4.250,0.0,0.0,0.0,0.0
2.317,164.554,160.343,149.604,147.568,0.000,0.000,0.000,0.000,-4.250,0.0,0.0,0.0,0.0
2.333,164.754,160.558,149.605,147.594,0.000,0.000,0.000,0.000,-4.330,0.0,0.0,0.0,0.0
2.350,164.960,160.802,149.600,147.585,0.000,0.000,0.000,0.000,-4.330,0.0,0.0,0.0,0.0
2.367,165.184,161.011,149.593,147.579,0.000,0.000,0.000,0.000,-4.370,0.0,0.0,0.0,0.0
2.383,165.384,161.225,149.586,147.599,0.000,0.000,0.000,0.000,-4.370,0.0,0.0,0.0,0.0
2.400,165.585,161.442,149.579,147.588,0.000,0.000,0.000,0.000,-4.430,0.0,0.0,0.0,0.0
2.417,165.787,161.681,149.565,147.605,0.000,0.000,0.000,0.000,-4.430,0.0,0.0,0.0,0.0
2.433,165.987,161.892,149.575,147.594,0.000,0.000,0.000,0.000,-4.480,0.0,0.0,0.0,0.0
2.450,166.162,162.100,149.554,147.586,0.000,0.000,0.000,0.000,-4.480,0.0,0.0,0.0,0.0
2.467,166.350,162.313,149.562,147.580,0.000,0.000,0.000,0.000,-4.540,0.0,0.0,0.0,0.0
2.483,166.565,162.494,149.515,147.541,0.000,0.000,0.000,0.000,-4.540,0.0,0.0,0.0,0.0
2.500,166.770,162.707,149.485,147.524,0.000,0.000,0.000,0.000,-4.600,0.0,0.0,0.0,0.0
2.517,166.969,162.891,149.460,147.507,0.000,0.000,0.000,0.000,-4.600,0.0,0.0,0.0,0.0
2.533,167.166,163.106,149.412,147.488,0.000,0.000,0.000,0.000,-4.660,0.0,0.0,0.0,0.0
2.550,167.358,163.295,149.356,147.444,0.000,0.000,0.000,0.000,-4.660,0.0,0.0,0.0,0.0
2.567,167.551,163.522,149.326,147.423,0.000,0.000,0.000,0.000,-4.720,0.0,0.0,0.0,0.0
2.583,167.766,163.703,149.302,147.371,0.000,0.000,0.000,0.000,-4.720,0.0,0.0,0.0,0.0
2.600,167.959,163.880,149.279,147.324,0.000,0.000,0.000,0.000,-4.760,0.0,0.0,0.0,0.0
2.617,168.157,164.095,149.257,147.317,0.000,0.000,0.000,0.000,-4.760,0.0,0.0,0.0,0.0
2.633,168.358,164.270,149.209,147.287,0.000,0.000,0.000,0.000,-4.820,0.0,0.0,0.0,0.0
2.650,168.547,164.477,149.209,147.279,0.000,0.000,0.000,0.000,-4.820,0.0,0.0,0.0,0.0
2.667,168.734,164.677,149.199,147.245,0.000,0.000,0.000,0.000,-4.860,0.0,0.0,0.0,0.0
2.683,168.936,164.908,149.160,147.207,0.000,0.000,0.000,0.000,-4.860,0.0,0.0,0.0,0.0
2.700,169.126,165.079,149.160,147.145,0.000,0.000,0.000,0.000,-4.900,0.0,0.0,0.0,0.0
2.717,169.326,165.303,149.160,147.101,0.000,0.000,0.000,0.000,-4.900,0.0,0.0,0.0,0.0
2.733,169.520,165.501,149.128,147.054,0.000,0.000,0.000,0.000,-4.940,0.0,0.0,0.0,0.0
2.750,169.699,165.699,149.100,147.029,0.000,0.000,0.000,0.000,-4.940,0.0,0.0,0.0,0.0
2.767,169.889,165.899,149.069,146.980,0.000,0.000,0.000,0.000,-5.010,0.0,0.0,0.0,0.0
2.783,170.093,166.100,149.044,146.908,0.000,0.000,0.000,0.000,-5.010,0.0,0.0,0.0,0.0
2.800,170.283,166.324,149.016,146.862,0.000,0.000,0.000,0.000,-5.050,0.0,0.0,0.0,0.0
2.817,170.459,166.546,148.958,146.809,0.000,0.000,0.000,0.000,-5.050,0.0,0.0,0.0,0.0
2.833,170.641,166.746,148.903,146.757,0.000,0.000,0.000,0.000,-5.090,0.0,0.0,0.0,0.0
2.850,170.810,166.915,148.886,146.707,0.000,0.000,0.000,0.000,-5.090,0.0,0.0,0.0,0.0
2.867,170.991,167.140,148.856,146.652,0.000,0.000,0.000,0.000,-5.110,0.0,0.0,0.0,0.0
2.883,171.175,167.332,148.822,146.618,0.000,0.000,0.000,0.000,-5.110,0.0,0.0,0.0,0.0
2.900,171.362,167.512,148.803,146.570,0.000,0.000,0.000,0.000,-5.150,0.0,0.0,0.0,0.0
2.917,171.542,167.711,148.768,146.500,0.000,0.000,0.000,0.000,-5.150,0.0,0.0,0.0,0.0
2.933,171.720,167.933,148.703,146.441,0.000,0.000,0.000,0.000,-5.190,0.0,0.0,0.0,0.0
2.950,171.899,168.126,148.660,146.381,0.000,0.000,0.000,0.000,-5.190,0.0,0.0,0.0,0.0
2.967,172.071,168.319,148.615,146.319,0.000,0.000,0.000,0.000,-5.210,0.0,0.0,0.0,0.0
2.983,172.250,168.489,148.569,146.235,0.000,0.000,0.000,0.000,-5.210,0.0,0.0,0.0,0.0
3.000,172.433,168.681,148.545,146.149,0.000,0.000,0.000,0.000,-5.270,0.0,0.0,0.0,0.0
3.017,172.626,168.895,148.472,146.079,0.000,0.000,0.000,0.000,-5.270,0.0,0.0,0.0,0.0
3.033,172.806,169.087,148.375,146.034,0.000,0.000,0.000,0.000,-5.310,0.0,0.0,0.0,0.0
3.050,172.976,169.282,148.274,145.947,0.000,0.000,0.000,0.000,-5.310,0.0,0.0,0.0,0.0
3.067,173.136,169.477,148.191,145.870,0.000,0.000,0.000,0.000,-5.350,0.0,0.0,0.0,0.0
3.083,173.309,169.669,148.074,145.812,0.000,0.000,0.000,0.000,-5.350,0.0,0.0,0.0,0.0
3.100,173.467,169.834,148.003,145.766,0.000,0.000,0.000,0.000,-5.370,0.0,0.0,0.0,0.0
3.117,173.621,170.026,147.899,145.703,0.000,0.000,0.000,0.000,-5.370,0.0,0.0,0.0,0.0
3.133,173.787,170.215,147.811,145.632,0.000,0.000,0.000,0.000,-5.410,0.0,0.0,0.0,0.0
3.150,173.957,170.402,147.712,145.563,0.000,0.000,0.000,0.000,-5.410,0.0,0.0,0.0,0.0
3.167,174.115,170.590,147.576,145.498,0.000,0.000,0.000,0.000,-5.430,0.0,0.0,0.0,0.0
3.183,174.262,170.757,147.429,145.438,0.000,0.000,0.000,0.000,-5.430,0.0,0.0,0.0,0.0
3.200,174.405,170.918,147.306,145.367,0.000,0.000,0.000,0.000,-5.470,0.0,0.0,0.0,0.0
3.217,174.569,171.109,147.178,145.295,0.000,0.000,0.000,0.000,-5.470,0.0,0.0,0.0,0.0
3.233,174.759,171.302,147.016,145.232,0.000,0.000,0.000,0.000,-5.490,0.0,0.0,0.0,0.0
3.250,174.928,171.483,146.876,145.165,0.000,0.000,0.000,0.000,-5.490,0.0,0.0,0.0,0.0
3.267,175.095,171.689,146.704,145.074,0.000,0.000,0.000,0.000,-5.510,0.0,0.0,0.0,0.0
3.283,175.277,171.871,146.506,145.019,0.000,0.000,0.000,0.000,-5.510,0.0,0.0,0.0,0.0
3.300,175.428,172.028,146.321,144.946,0.000,0.000,0.000,0.000,-5.580,0.0,0.0,0.0,0.0
3.317,175.598,172.237,146.108,144.876,0.000,0.000,0.000,0.000,-5.580,0.0,0.0,0.0,0.0
3.333,175.762,172.416,145.889,144.792,0.000,0.000,0.000,0.000,-5.600,0.0,0.0,0.0,0.0
3.350,175.951,172.594,145.712,144.710,0.000,0.000,0.000,0.000,-5.600,0.0,0.0,0.0,0.0
3.367,176.133,172.771,145.511,144.631,0.000,0.000,0.000,0.000,-5.640,0.0,0.0,0.0,0.0
3.383,176.301,172.946,145.301,144.556,0.000,0.000,0.000,0.000,-5.640,0.0,0.0,0.0,0.0
3.400,176.465,173.119,145.087,144.475,0.000,0.000,0.000,0.000,-5.680,0.0,0.0,0.0,0.0
3.417,176.636,173.318,144.832,144.376,0.000,0.000,0.000,0.000,-5.680,0.0,0.0,0.0,0.0
3.433,176.807,173.469,144.571,144.291,0.000,0.000,0.000,0.000,-5.680,0.0,0.0,0.0,0.0
3.450,176.967,173.643,144.327,144.177,0.000,0.000,0.000,0.000,-5.680,0.0,0.0,0.0,0.0
3.467,177.126,173.839,144.068,144.085,0.000,0.000,0.000,0.000,-5.740,0.0,0.0,0.0,0.0
3.483,177.278,174.007,143.850,143.995,0.000,0.000,0.000,0.000,-5.740,0.0,0.0,0.0,0.0
3.500,177.447,174.178,143.597,143.929,0.000,0.000,0.000,0.000,-5.760,0.0,0.0,0.0,0.0
3.517,177.604,174.345,143.347,143.833,0.000,0.000,0.000,0.000,-5.760,0.0,0.0,0.0,0.0
3.533,177.740,174.539,143.095,143.742,0.000,0.000,0.000,0.000,-5.820,0.0,0.0,0.0,0.0
3.550,177.893,174.681,142.854,143.644,0.000,0.000,0.000,0.000,-5.820,0.0,0.0,0.0,0.0
3.567,178.027,174.844,142.608,143.550,0.000,0.000,0.000,0.000,-5.840,0.0,0.0,0.0,0.0
3.583,178.175,175.009,142.363,143.466,0.000,0.000,0.000,0.000,-5.840,0.0,0.0,0.0,0.0
3.600,178.313,175.173,142.125,143.379,0.000,0.000,0.000,0.000,-5.860,0.0,0.0,0.0,0.0
3.617,178.466,175.334,141.903,143.290,0.000,0.000,0.000,0.000,-5.860,0.0,0.0,0.0,0.0
3.633,178.633,175.470,141.673,143.194,0.000,0.000,0.000,0.000,-5.920,0.0,0.0,0.0,0.0
3.650,178.785,175.628,141.442,143.113,0.000,0.000,0.000,0.000,-5.920,0.0,0.0,0.0,0.0
3.667,178.931,175.772,141.247,143.015,0.000,0.000,0.000,0.000,-5.940,0.0,0.0,0.0,0.0
3.683,179.082,175.951,141.016,142.908,0.000,0.000,0.000,0.000,-5.940,0.0,0.0,0.0,0.0
3.700,179.246,176.107,140.797,142.794,0.000,0.000,0.000,0.000,-5.980,0.0,0.0,0.0,0.0
3.717,179.392,176.264,140.573,142.712,0.000,0.000,0.000,0.000,-5.980,0.0,0.0,0.0,0.0
3.733,179.546,176.423,140.348,142.591,0.000,0.000,0.000,0.000,-6.020,0.0,0.0,0.0,0.0
3.750,179.691,176.558,140.166,142.480,0.000,0.000,0.000,0.000,-6.020,0.0,0.0,0.0,0.0
3.767,179.851,176.738,139.981,142.369,0.000,0.000,0.000,0.000,-6.040,0.0,0.0,0.0,0.0
3.783,179.984,176.893,139.783,142.282,0.000,0.000,0.000,0.000,-6.040,0.0,0.0,0.0,0.0
3.800,180.127,177.071,139.587,142.175,0.000,0.000,0.000,0.000,-6.090,0.0,0.0,0.0,0.0
3.817,180.264,177.204,139.354,142.057,0.000,0.000,0.000,0.000,-6.090,0.0,0.0,0.0,0.0
3.833,180.406,177.372,139.121,141.949,0.000,0.000,0.000,0.000,-6.110,0.0,0.0,0.0,0.0
3.850,180.546,177.528,138.926,141.856,0.000,0.000,0.000,0.000,-6.110,0.0,0.0,0.0,0.0
3.867,180.697,177.653,138.730,141.755,0.000,0.000,0.000,0.000,-6.150,0.0,0.0,0.0,0.0
3.883,180.832,177.827,138.505,141.626,0.000,0.000,0.000,0.000,-6.150,0.0,0.0,0.0,0.0
3.900,180.966,177.981,138.320,141.516,0.000,0.000,0.000,0.000,-6.190,0.0,0.0,0.0,0.0
